OBJECTID,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
14304,WA007933,HWB3 ,53005011200,CANAL DRIVE,City Highway Agency,50400017,17.2999992,1,107,85,30,,,1964,,N00000000,,8,5582,,778,3298.660199999999804,46.206670000000003,-119.135000000000005,
14305,WA007934,HWB3 ,53075000900,FRONT STREET,City Highway Agency,11100017,6.5999999,1,98,91,45,,,1910,,N00000000,,3,712,,N54,1152.597600000000057,47.091329999999999,-117.581559999999996,
14306,WA007935,HWB3 ,53075000900,MAIN STREET,City Highway Agency,50400009,8.8000002,1,125,119,0,,,1966,,N00000000,,3,150,,775,1960.200000000000045,47.094999999999999,-117.594999999999999,
14307,WA007938,HWB3 ,53027000200,CHANCE A LA MER ST,City Highway Agency,70200009,8.6000004,1,64,61,0,,,1971,,N00000000,,8,50,,777,980.812800000000038,47.005339999999997,-124.150919999999999,
14308,WA007941,HWB3 ,53077001300,SO 16TH AVENUE,City Highway Agency,10100016,8.1999998,1,73,67,0,,,1930,,N00000000,,8,6700,,777,1066.705200000000104,46.568330000000003,-120.530000000000001,
14309,WA007945,HWB3 ,53077003002,SECOND ST,City Highway Agency,11100007,25.0000000,1,98,46,0,,,1920,,N00000000,,5,500,,788,4365.899999999999636,46.731670000000001,-120.701669999999993,
14310,WA007948,HWB3 ,53077003002,THIRD ST,City Highway Agency,10100009,11.8999996,1,67,61,0,,,1930,,N00000000,,5,100,,778,1420.788600000000088,46.731670000000001,-120.700000000000003,
14311,WA007949,HWB3 ,53033032704,BOALCH AVE,City Highway Agency,10400009,7.5000000,1,61,61,0,,,1951,,N00000000,,5,1078,,776,815.264999999999986,47.508330000000001,-121.798330000000007,
14312,WA007952,HWB3 ,53007960600,PIONEER AVENUE,City Highway Agency,10400019,15.8000002,1,140,134,0,,,1936,,N00000000,,8,1000,,766,3941.784000000000106,47.516669999999998,-120.466669999999993,
14313,WA007953,HWB3 ,53063014300,3RD AVENUE,City Highway Agency,50400019,8.5000000,1,73,70,20,,,1977,,N00000000,,3,75,,776,1105.730999999999995,47.430000000000000,-117.375000000000000,
14314,WA007957,HWB3 ,53063014300,2ND AVENUE,City Highway Agency,50400019,11.0000000,1,73,67,20,,,1983,,N00000000,,3,75,,776,1430.945999999999913,47.430000000000000,-117.375000000000000,
14315,WA007958,HWB3 ,53063014300,1ST AVENUE,City Highway Agency,50400019,11.0000000,1,73,67,10,,,1955,,N00000000,,3,75,,776,1430.945999999999913,47.430000000000000,-117.375000000000000,
14316,WA007959,HWB3 ,53063014300,MAIN STREET,City Highway Agency,31900007,13.6999998,1,122,58,10,,,1975,,N00000000,,8,500,,NNN,2978.434799999999996,47.430000000000000,-117.375000000000000,
14317,WA007963,HWB3 ,53075000400,BISHOP BLVD,City Highway Agency,50200016,17.3999996,1,113,110,14,,,1985,,N00000000,,8,12755,,787,3503.768399999999929,46.719999999999999,-117.163330000000002,
14318,WA007964,HWB3 ,53075000100,SPRING ST,City Highway Agency,11100019,9.8000002,1,253,183,0,,,1915,,N00000000,,8,2932,,556,4418.290799999999763,46.729999999999997,-117.173330000000007,
14319,WA007967,HWB3 ,53005010708,38TH AVENUE,City Highway Agency,12200009,11.1000004,1,91,88,30,,,1970,,N00000000,,8,100,,777,1799.998199999999997,46.289999999999999,-119.338329999999999,
14320,WA007969,HWB3 ,53033000100,YESLER WAY,City Highway Agency,30100014,20.1000004,1,210,210,0,,,1912,,H04570000,,N,5580,,786,7521.822000000000116,47.730069999999998,-122.274510000000006,
14321,WA007974,HWB3 ,53047970500,BROADWAY STREET,City Highway Agency,52200009,11.0000000,1,79,79,6,,,1982,,N00000000,,8,50,,877,1548.557999999999993,48.566670000000002,-119.666669999999996,
14322,WA007975,HWB3 ,53075000200,STATE ST,City Highway Agency,50400017,17.2000008,1,256,250,0,,,1981,,N00000000,,8,3276,,787,7846.502400000000307,46.733330000000002,-117.180000000000007,
14323,WA007976,HWB3 ,53047970500,COUNTY ROAD 2361,City Highway Agency,52200008,8.5000000,1,116,113,25,,,1976,,N00000000,,7,138,,776,1757.051999999999907,48.566670000000002,-119.666669999999996,
14324,WA007977,HWB3 ,53047970500,LAKE STREET,City Highway Agency,52200007,7.3000002,1,73,70,0,,,1973,,N00000000,,3,204,,777,949.627799999999979,48.566670000000002,-119.666669999999996,
14325,WA007980,HWB3 ,53041970200,FAS 1196,City Highway Agency,31010117,10.3999996,1,927,732,0,,,1959,,,,8,5155,,788,17179.905599999998230,46.711720000000000,-122.978470000000002,
14326,WA007981,HWB3 ,53075001000,WOODWORTH STREET,City Highway Agency,50100009,11.0000000,1,61,58,0,,,1970,,N00000000,,8,50,,777,1195.721999999999980,46.537880000000001,-117.085599999999999,
14327,WA007982,HWB3 ,53005011402,WASHINGTON STREET,City Highway Agency,50200014,18.6000004,1,91,76,40,,,1967,,N00000000,,8,9594,,887,3016.213200000000143,46.189999999999998,-119.116669999999999,
14328,WA007983,HWB3 ,53075001000,SPRING STREET,City Highway Agency,50100009,8.5000000,1,61,58,0,,,1970,,N00000000,,8,30,,777,923.966999999999985,46.539999999999999,-117.086720000000000,
14329,WA007985,HWB3 ,53033021300,PHINNEY AVE,City Highway Agency,10400014,26.2000008,1,183,183,0,,,1900,,H04010000,,N,10600,,777,8543.977199999999357,47.741979999999998,-122.280850000000001,
14330,WA007988,HWB3 ,53041970600,FAS 1027,City Highway Agency,10100017,18.2999992,1,73,73,25,,,1911,,,,5,12060,,777,2380.573800000000119,46.716940000000001,-122.960279999999997,
14331,WA007990,HWB3 ,53041970700,WASHINGTON AVE,City Highway Agency,10100017,18.2999992,1,76,76,30,,,1940,,,,8,2800,,887,2478.405600000000049,46.716670000000001,-122.962500000000006,
14332,WA007997,HWB3 ,53041970600,KING ST,City Highway Agency,10100019,18.2999992,1,64,64,0,,,1940,,,,5,350,,777,2087.078399999999874,46.718330000000002,-122.963359999999994,
14333,WA007998,HWB3 ,53041970600,LOCUST ST,City Highway Agency,20100019,18.2999992,1,113,113,57,,,1941,,,,5,2060,,886,3684.997800000000097,46.718060000000001,-122.961830000000006,
14334,WA008003,HWB3 ,53041970400,MAPLE ST,City Highway Agency,10100017,6.6999998,1,613,613,0,,,1910,,,,8,2100,,435,7318.852200000000266,46.719999999999999,-122.950779999999995,
14335,WA008004,HWB3 ,53063003900,HATCH ROAD,City Highway Agency,11100007,9.3999996,1,506,338,0,,,1919,,N00000000,,8,5700,,347,8475.904800000000250,47.588329999999999,-117.401669999999996,
14336,WA008006,HWB3 ,53005010813,KELLOGG STREET,City Highway Agency,50200019,9.8000002,1,91,91,0,,,1977,,N00000000,,8,1692,,888,1589.187599999999975,46.186669999999999,-119.200000000000003,
14337,WA008008,HWB3 ,53033021300,15TH AVE NE,City Highway Agency,21120114,16.8999996,1,1091,488,0,,,1936,,N00000000,,9,9300,,677,32856.337800000001153,47.741979999999998,-122.280850000000001,
14338,WA008010,HWB3 ,53043960400,ODESSA CITY STREET,City Highway Agency,50400009,12.1999998,1,305,305,0,,,1979,,N00000000,,3,275,,767,6630.822000000000116,47.329999999999998,-118.665000000000006,
14339,WA008012,HWB3 ,53053061900,EAST 34TH STREET,City Highway Agency,11112017,10.3999996,1,1478,741,0,,,1937,,N00000000,,N,3400,,767,27391.478399999999965,47.230559999999997,-122.431110000000004,
14340,WA008015,HWB3 ,53053062000,EA 34TH STREET,City Highway Agency,11110417,10.3999996,1,1676,835,0,,,1947,,H21340000,,N,3400,,555,31060.972799999999552,47.230829999999997,-122.427779999999998,
14341,WA008019,HWB3 ,53007961302,MILLERDALE AVE,City Highway Agency,50300017,13.6000004,1,91,85,0,,,1975,,N00000000,,8,394,,767,2205.403200000000197,47.413330000000002,-120.326669999999993,
14342,WA008020,HWB3 ,53057951100,OLD SR 20,City Highway Agency,11120219,8.1999998,1,835,597,0,,,1916,,N00000000,,3,100,,455,12201.353999999999360,48.540779999999998,-121.744780000000006,
14343,WA008023,HWB3 ,53033021300,SW ADMIRAL WAY,City Highway Agency,10600016,21.2000008,1,533,533,0,,,1935,, 06380000,,9,6500,,777,20135.887200000001030,47.741979999999998,-122.280850000000001,
14344,WA008028,HWB3 ,53011040605,DIVISION STREET,City Highway Agency,50400017,11.0000000,1,91,91,0,,,1960,,N00000000,,8,2400,,677,1783.781999999999925,45.600000000000001,-122.400000000000006,
14345,WA008029,HWB3 ,53075000800,SIXTH ST,City Highway Agency,11100009,8.5000000,1,259,229,0,,,1920,,N00000000,,8,300,,N66,3923.072999999999865,46.875000000000000,-117.346670000000003,
14346,WA008030,HWB3 ,53071920100,MAIN STREET,City Highway Agency,11100007,9.8000002,1,280,274,0,,,1925,,N00000000,,8,200,,677,4889.807999999999993,46.272280000000002,-118.154560000000004,
14347,WA008032,HWB3 ,53033022101,SW ADMIRAL WAY,City Highway Agency,30130114,10.3999996,1,908,256,0,,,1949,,N00000000,,N,13500,,787,16827.782400000000052,47.736640000000001,-122.274510000000006,
14348,WA008033,HWB3 ,53033021300,SW ADMIRAL WAY,City Highway Agency,10910114,9.8000002,1,884,244,0,,,1927,,N00000000,,N,11800,,777,15437.822399999999107,47.741979999999998,-122.280850000000001,
14349,WA008034,HWB3 ,53007961100,SR 285,State Highway Agency,50500012,20.2999992,1,396,387,0,,,1973,,H05130000,,N,42714,,777,14325.141600000000835,47.409999999999997,-120.300280000000001,
14350,WA008035,HWB3 ,53001950200,3RD STREET,City Highway Agency,50400009,11.0000000,1,158,158,0,,,1980,,N00000000,,8,100,,777,3097.115999999999985,46.973080000000003,-118.609080000000006,
14351,WA008036,HWB3 ,53005011402,19TH AVENUE,City Highway Agency,50200017,12.1999998,1,76,67,0,,,1971,,N00000000,,8,2989,,888,1652.270400000000109,46.188330000000001,-119.118330000000000,
14352,WA008040,HWB3 ,53033021300,15TH AVE W,City Highway Agency,31600014,16.0000000,1,899,664,0,,,1917,,N00000000,,8,52100,,777,25632.288000000000466,47.741979999999998,-122.280850000000001,
14353,WA008044,HWB3 ,53001950200,NEILSON ST,City Highway Agency,31000009,6.0999999,1,302,293,0,,,1912,,N00000000,,5,100,,655,3282.800400000000081,46.969470000000001,-118.620859999999993,
14354,WA008048,HWB3 ,53033021300,EMERSON ST,City Highway Agency,50220414,12.1999998,1,2109,287,0,,,1959,,H04880000,,N,21300,,567,45850.503599999996368,47.741979999999998,-122.280850000000001,
14355,WA008052,HWB3 ,53005011503,ELY STREET,City Highway Agency,50200019,9.1000004,1,85,76,30,,,1984,,N00000000,,8,2257,,888,1378.376999999999953,46.173330000000000,-119.155000000000001,
14356,WA008053,HWB3 ,53005011503,W 45TH AVENUE,City Highway Agency,50200019,9.1000004,1,91,85,30,,,1955,,N00000000,,8,1000,,888,1475.674199999999928,46.168329999999997,-119.140000000000001,
14357,WA008054,HWB3 ,53075000800,WALL STREET,City Highway Agency,10400009,9.6999998,1,232,226,0,,,1965,,N00000000,,8,200,,666,4010.212799999999788,46.858330000000002,-117.346670000000003,
14358,WA008055,HWB3 ,53065950700,MAIN STREET,City Highway Agency,10131908,24.3999996,1,98,37,35,,,1935,,N00000000,,5,300,,776,4261.118400000000292,48.276670000000003,-117.716669999999993,
14359,WA008056,HWB3 ,53065950700,SECOND AVE,City Highway Agency,10131909,9.1000004,1,76,40,35,,,1935,,N00000000,,5,100,,765,1232.431199999999990,48.274999999999999,-117.718329999999995,
14360,WA008057,HWB3 ,53021020605,ROAD 44,City Highway Agency,50400019,11.0000000,1,73,67,0,,,1978,,N00000000,,6,1263,,788,1430.945999999999913,46.257559999999998,-119.148079999999993,
14361,WA008058,HWB3 ,53033021300,W. EMERSON PL,City Highway Agency,50200016,15.3000002,1,381,381,20,,,1986,,R06910000,,N,17700,,888,10387.812599999999293,47.741979999999998,-122.280850000000001,
14362,WA008059,HWB3 ,53033021300,W FORT ST,City Highway Agency,50310119,11.6000004,1,396,381,0,,,1985,,R07420000,,N,1000,,888,8185.795199999999568,47.741979999999998,-122.280850000000001,
14363,WA008060,HWB3 ,53035080600,TOWNSHIP ROAD,City Highway Agency,50200014,19.3999996,1,195,183,13,,,1963,,H06550000,,N,30000,,776,6741.305999999999585,47.571860000000001,-122.655029999999996,
14364,WA008065,HWB3 ,53075000200,D STREET,City Highway Agency,50400008,8.5000000,1,305,302,0,,,1975,,N00000000,,8,200,,877,4619.835000000000036,46.790439999999997,-117.252610000000004,
14365,WA008067,HWB3 ,53071920100,7TH STREET,City Highway Agency,50400009,7.8000002,1,107,104,30,,,1970,,N00000000,,5,100,,777,1487.257200000000012,46.265689999999999,-118.162830000000000,
14366,WA008073,HWB3 ,53039950100,COLUMBUS AVENUE,City Highway Agency,31000017,8.3999996,1,250,247,14,,,1958,,N00000000,,2,867,,773,3742.199999999999818,45.826610000000002,-120.822919999999996,
14367,WA008074,HWB3 ,53003960100,SECOND ST.,City Highway Agency,11100009,9.8000002,1,320,259,0,,,1920,,N00000000,,3,500,,N76,5588.351999999999862,46.333329999999997,-117.083330000000004,
14368,WA008077,HWB3 ,53033025301,WELLS AVENUE N,City Highway Agency,10610116,12.8000002,1,421,335,39,,,1987,,N00000000,,8,2700,,668,9602.841599999999744,47.483269999999997,-122.204880000000003,
14369,WA008079,HWB3 ,53047970700,FIRST AVENUE,City Highway Agency,50200009,12.1999998,1,116,113,0,,,1970,,N00000000,,5,200,,777,2521.886399999999867,48.361669999999997,-119.583330000000004,
14370,WA008081,HWB3 ,53033025302,WILLIAMS AVE,City Highway Agency,30310416,10.1999998,1,472,335,20,,,1954,,N00000000,,5,2300,,767,8579.260800000000017,47.484319999999997,-122.206329999999994,
14371,WA008083,HWB3 ,53047970700,FIFTH AVENUE,City Highway Agency,50200009,11.6000004,1,116,113,0,,,1970,,N00000000,,3,200,,775,2397.859199999999873,48.363329999999998,-119.586669999999998,
14372,WA008084,HWB3 ,53047970700,MILL STREET,City Highway Agency,52200009,11.1999998,1,116,110,10,,,1970,,N00000000,,3,100,,765,2315.174399999999878,48.363329999999998,-119.590000000000003,
14373,WA008090,HWB3 ,53033021300,ROOSEVELT WAY NE,City Highway Agency,20100019,29.0000000,1,210,210,20,,,1949,,H05490000,,N,17100,,668,10852.379999999999200,47.741979999999998,-122.280850000000001,
14374,WA008093,HWB3 ,53033021300,EASTLAKE AVE NE,City Highway Agency,31600014,23.1000004,1,887,664,0,,,1915,, 13410000,,8,30500,,786,36512.645400000001246,47.741979999999998,-122.280850000000001,
14375,WA008097,HWB3 ,53033021300,FREMONT AVE N,City Highway Agency,31600014,13.1999998,1,966,738,0,,,1917,,N00000000,,8,33100,,768,22722.638399999999820,47.741979999999998,-122.280850000000001,
14376,WA008098,HWB3 ,53063002400,POST STREET,City Highway Agency,11110214,16.5000000,1,1015,789,0,,,1917,,N00000000,,5,10000,,325,29844.044999999998254,47.661670000000001,-117.424999999999997,
14377,WA008099,HWB3 ,53043960300,ANNE STREET,City Highway Agency,50400009,11.0000000,1,125,122,0,,,1981,,N00000000,,8,200,,777,2450.250000000000000,47.756670000000000,-118.701669999999993,
14378,WA008101,HWB3 ,53063003500,HOWARD STREET,City Highway Agency,31000019,12.6999998,1,738,591,0,,,1916,,N00000000,,8,40,,767,16701.973200000000361,47.663330000000002,-117.421670000000006,
14379,WA008112,HWB3 ,53011040302,DIVISION ST,City Highway Agency,70200009,7.9000001,1,91,76,0,,,1975,,N00000000,,7,100,,775,1281.079799999999977,45.818330000000003,-122.738330000000005,
14380,WA008113,HWB3 ,53063014300,"FAS E320, MAIN ST.",City Highway Agency,11100019,11.1000004,1,67,58,0,,,1930,,N00000000,,3,300,,865,1325.273400000000038,47.386670000000002,-117.086669999999998,
14381,WA008116,HWB3 ,53063003200,CLIFF STREET,City Highway Agency,20500019,12.1999998,1,363,363,33,,,1969,,H05180000,,N,500,,888,7891.765199999999822,47.646670000000000,-117.415000000000006,
14382,WA008117,HWB3 ,53077002001,SHELLER RD,City Highway Agency,12200016,8.5000000,1,79,76,0,,,1961,,N00000000,,6,1910,,777,1196.613000000000056,46.330559999999998,-120.003330000000005,
14383,WA008119,HWB3 ,53033021300,N QUEEN ANNE DR,City Highway Agency,31130314,13.6999998,1,997,427,43,,,1935,,N00000000,,N,14000,,777,24340.159800000001269,47.741979999999998,-122.280850000000001,
14384,WA008123,HWB3 ,53033022101,MCGRAW ST,City Highway Agency,21120116,13.6999998,1,725,427,0,,,1935,,N00000000,,N,665,,777,17699.715000000000146,47.733359999999998,-122.269570000000002,
14385,WA008127,HWB3 ,53063014500,SPRAGUE WAY N/B,City Highway Agency,10100014,11.3000002,1,280,280,35,,,1953,,H04420000,,N,1800,,777,5638.247999999999593,47.655000000000001,-117.398330000000001,
14386,WA008131,HWB3 ,53071920200,4TH ST,City Highway Agency,10400019,24.1000004,1,155,143,0,,,1908,,N00000000,,8,1000,,666,6656.661000000000058,46.049999999999997,-118.405000000000001,
14387,WA008135,HWB3 ,53071920300,MAIN ST,City Highway Agency,10400016,31.3999996,1,158,152,6,,,1902,,N00000000,,8,10400,,667,8840.858399999999165,46.049999999999997,-118.379999999999995,
14388,WA008138,HWB3 ,53071920300,SPOKANE ST,City Highway Agency,10400019,20.7000008,1,152,146,0,,,1905,,N00000000,,8,3000,,555,5606.884799999999814,46.049999999999997,-118.371669999999995,
14389,WA008141,HWB3 ,53071920600,PARK ST,City Highway Agency,11100019,18.3999996,1,244,183,50,,,1921,,N00000000,,8,2500,,777,8000.467200000000048,46.049999999999997,-118.366669999999999,
14390,WA008142,HWB3 ,53071920600,OTIS ST,City Highway Agency,10400019,15.5000000,1,155,140,23,,,1923,,N00000000,,8,1000,,777,4281.255000000000109,46.049999999999997,-118.356669999999994,
14391,WA008143,HWB3 ,53071920600,MERRIAM ST,City Highway Agency,10400019,15.5000000,1,155,137,22,,,1924,,N00000000,,8,1000,,556,4281.255000000000109,46.049999999999997,-118.353330000000000,
14392,WA008144,HWB3 ,53003960100,COSTLEY LANE,City Highway Agency,10400009,9.1000004,1,259,256,0,,,1978,,N00000000,,8,100,,777,4199.995799999999690,46.333329999999997,-117.083330000000004,
14393,WA008145,HWB3 ,53043960100, THIRD STREET,City Highway Agency,50200009,9.1000004,1,98,94,30,,,1965,,N00000000,,3,200,,777,1589.187599999999975,47.649999999999999,-118.151669999999996,
14394,WA008146,HWB3 ,53043960100,HARKER STREET,City Highway Agency,50200009,24.5000000,1,64,58,15,,,1965,,N00000000,,3,500,,775,2794.175999999999931,47.649999999999999,-118.151669999999996,
14395,WA008147,HWB3 ,53043960100, SIXTH STREET,City Highway Agency,50200007,16.0000000,1,67,61,0,,,1965,,N00000000,,8,100,,775,1910.304000000000087,47.649999999999999,-118.151669999999996,
14396,WA008148,HWB3 ,53043960100,SEVENTH STREET,City Highway Agency,30200009,18.8999996,1,79,73,40,,,1930,,N00000000,,3,200,,655,2660.704200000000128,47.649999999999999,-118.151669999999996,
14397,WA008150,HWB3 ,53071920600,CLINTON ST,City Highway Agency,30200016,18.7000008,1,155,149,6,,,1922,,N00000000,,8,2000,,666,5165.127000000000407,46.049999999999997,-118.351669999999999,
14398,WA008151,HWB3 ,53071920900,DIVISION ST,City Highway Agency,11100019,11.6000004,1,165,149,20,,,1925,,N00000000,,8,2700,,667,3410.748000000000047,46.061669999999999,-118.280000000000001,
14399,WA008153,HWB3 ,53033021300,E INTERLAKEN BLVD,City Highway Agency,11100019,9.8000002,1,186,125,0,,,1912,,H03480000,,N,1407,,778,3248.229600000000119,47.741979999999998,-122.280850000000001,
14400,WA008154,HWB3 ,53075000700,BARTLETT STREET,City Highway Agency,70200009,6.1999998,1,91,85,30,,,1900,,N00000000,,8,35,,566,1005.404400000000010,47.129390000000001,-117.240420000000000,
14401,WA008156,HWB3 ,53075000700,4TH STREET,City Highway Agency,50400009,8.6999998,1,85,79,20,,,1983,,N00000000,,8,35,,777,1317.788999999999987,47.129249999999999,-117.247219999999999,
14402,WA008157,HWB3 ,53075000700,WASHINGTON STREET,City Highway Agency,50400009,8.5000000,1,107,107,35,,,1900,,N00000000,,8,35,,887,1620.729000000000042,47.129390000000001,-117.240420000000000,
14403,WA008158,HWB3 ,53075000700,IDAHO STREET,City Highway Agency,50400009,8.5000000,1,91,98,0,,,1983,,N00000000,,8,35,,777,1378.376999999999953,47.128610000000002,-117.238420000000005,
14404,WA008159,HWB3 ,53075000700,JACKSON STREET,City Highway Agency,70200009,6.1999998,1,64,58,10,,,1970,,N00000000,,5,25,,687,707.097600000000057,47.166670000000003,-117.250000000000000,
14405,WA008160,HWB3 ,53075000700,WILLIAMS STREET,City Highway Agency,70200009,6.5999999,1,61,55,30,,,1945,,N00000000,,4,75,,676,717.433200000000056,47.166670000000003,-117.250000000000000,
